"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WSFI"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-09","6.71","0.50",,"68.0","37","43","33","36","35.9","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-10","3.58","0.30",,"67.0","37","41","33","37","34.8","12.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-11","4.70","0.10",,"65.0","39","47","36","38","34.0","14.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-12","6.04","0.00",,"64.0","38","43","36","36","33.0","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-13","10.96","0.00",,"62.0","34","40","29","30","32.4","46.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-14","12.08","0.30",,"63.0","27","31","24","26","32.1","39.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-15","7.83","0.00",,"63.0","30","38","22","32","31.9","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-16","4.03","0.00",,"60.0","39","48","31","40","31.9","19.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-17","2.68","0.00",,"60.0","45","54","38","43","31.8","17.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-18","3.36","0.00",,"58.0","49","64","41","46","31.2","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-19","4.03","0.00",,"56.0","49","62","43","46","30.1","17.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-20","8.28","0.00",,"55.0","46","52","41","42","29.0","26.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-21","12.08","0.00",,"53.0","43","51","38","39","27.8","34.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-22","14.32","1.10",,"62.0","31","39","25","26","28.5","40.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-23","8.50","0.40",,"58.0","33","43","26","37","28.5","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-24","8.50","0.10",,"57.0","33","40","28","28","28.6","25.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-25","4.03","0.00",,"57.0","29","34","20","29","28.6","18.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-26","6.49","0.10",,"56.0","33","43","24","29","28.7","23.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-27","5.14","0.10",,"57.0","32","41","29","31","28.8","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-28","4.47","0.00",,"56.0","35","45","29","35","28.8","19.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-29","9.84","0.30",,"57.0","36","43","28","28","28.5","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-04-30","8.50","0.00",,"54.0","34","41","28","38","28.4","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-01","3.58","0.00",,"53.0","40","52","34","40","27.9","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-02","4.25","0.10",,"51.0","44","53","36","40","27.1","14.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-03","5.37","0.00",,"50.0","45","55","40","47","26.3","18.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-04","5.59","0.10",,"48.0","47","53","43","44","25.5","24.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-05","2.91","0.20",,"46.0","39","48","33","33","24.9","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-06","2.68","0.30",,"47.0","38","49","33","37","24.3","13.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-07","5.14","0.20",,"45.0","37","40","36","38","23.3","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-08","5.59","0.00",,"43.0","43","50","37","43","22.2","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-09","8.28","0.00",,"40.0","44","47","40","41","20.2","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-10","2.01","0.00",,"37.0","45","55","38","40","19.2","10.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-11","3.58","0.00",,"36.0","47","60","37","50","17.8","14.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-12","6.49","0.00",,"32.0","53","59","48","52","16.2","22.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-13","7.38","0.00",,"28.0","53","60","45","45","14.0","31.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-14","8.50","0.00",,"26.0","42","46","34","35","12.9","36.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-15","4.92","0.20",,"24.0","40","47","34","39","11.9","19.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-16","2.91","0.00",,"22.0","42","52","35","38","10.9","17.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-17","4.92","0.00",,"19.0","45","53","36","47","9.1","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-18","5.82","0.00",,"16.0","51","60","42","48","6.7","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-19","12.53","0.00",,"12.0","44","49","37","37","4.8","55.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-20","8.50","0.40",,"17.0","29","37","26","26","5.3","36.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-21","8.50","0.20",,"18.0","29","33","25","29","5.5","27.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-22","7.61","0.00",,"15.0","33","39","28","33","5.5","22.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-23","6.04","0.10",,"11.0","35","43","31","34","5.3","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-24","4.03","0.10",,"13.0","36","41","34","34","4.9","14.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-25","3.80","0.00",,"9.0","39","50","33","39","3.6","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-26","4.70","0.00",,"7.0","43","53","36","43","2.5","18.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-27","5.82","0.00",,"5.0","46","52","39","43","1.3","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-28","3.36","0.00",,"2.0","48","56","39","47","0.8","17.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-29","5.59","0.00",,"1.0","51","57","45","47","0.3","17.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-30","3.36","0.00",,"0.0","54","65","45","51","0.0","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-05-31","3.80","0.00",,"0.0","56","66","48","54","0.0","17.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-01","6.49","0.00",,"0.0","57","63","50","50","0.0","26.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-02","5.14","0.00",,"0.0","57","65","49","52","0.0","24.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-03","3.80","0.00",,"0.0","60","72","51","56","0.0","14.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-04","4.70","0.00",,"0.0","61","70","56","57","0.0","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-05","4.25","0.00",,"0.0","57","65","49","49","0.0","14.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-06","4.70","0.00",,"0.0","56","65","47","56","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-07","6.71","0.00",,"0.0","59","66","53","57","0.0","25.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-08","8.05","0.00",,"0.0","56","63","50","51","0.0","39.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-09","8.72","0.00",,"0.0","51","56","46","46","0.0","40.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-10","10.29","0.00",,"0.0","48","52","42","47","0.0","46.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-11","3.58","0.00",,"0.0","49","58","44","47","0.0","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-12","4.25","0.00",,"0.0","48","56","42","48","0.0","20.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-13","7.16","0.00",,"0.0","50","56","44","44","0.0","37.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-14","11.18","0.00",,"0.0","43","48","38","40","0.0","38.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-15","9.40","0.00",,"0.0","36","42","31","31","0.0","42.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-16","6.93","0.10",,"0.0","38","46","30","38","0.0","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-17","7.38","0.00",,"0.0","44","50","37","46","0.0","36.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-18","9.40","0.00",,"0.0","46","51","40","48","0.0","36.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-19","5.37","0.00",,"0.0","54","62","43","56","0.0","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-20","7.61","0.00",,"0.0","59","65","53","59","0.0","34.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-21","7.61","0.00",,"0.0","62","69","57","57","0.0","25.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-22","7.16","0.00",,"0.0","60","66","53","55","0.0","27.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-23","6.49","0.00",,"0.0","56","62","51","51","0.0","28.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-24","6.26","0.00",,"0.0","55","62","49","51","0.0","28.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-25","4.03","0.00",,"0.0","58","69","48","57","0.0","15.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-26","5.14","0.00",,"0.0","62","71","55","56","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-27","4.92","0.00",,"0.0","63","71","54","62","0.0","19.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-28","5.14","0.00",,"0.0","65","73","56","62","0.0","18.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-29","5.82","0.00",,"0.0","64","71","55","56","0.0","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-06-30","4.92","0.10",,"0.0","63","71","55","58","0.0","23.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-01","6.26","0.00",,"0.0","63","70","57","61","0.0","24.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-02",,"0.00",,"0.0","61","68","55","57","0.0",
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-03","6.49","0.00",,"0.0","59","65","54","57","0.0","25.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-04","6.49","0.00",,"0.0","58","65","52","53","0.0","23.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-05","6.71","0.00",,"0.0","56","64","51","52","0.0","23.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-06","5.82","0.00",,"0.0","55","62","51","52","0.0","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-07","7.38","0.00",,"0.0","55","63","51","52","0.0","30.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-08","8.05","0.00",,"0.0","54","62","49","49","0.0","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-09","10.51","0.00",,"0.0","50","54","44","45","0.0","51.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-10","10.07","0.00",,"0.0","47","53","42","44","0.0","36.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-11","5.37","0.00",,"0.0","52","62","40","52","0.0","23.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-12","6.26","0.00",,"0.0","54","62","48","51","0.0","25.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-13","4.03","0.00",,"0.0","60","69","50","57","0.0","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-14","6.49","0.00",,"0.0","63","71","56","63","0.0","20.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-15","7.38","0.00",,"0.0","62","69","57","58","0.0","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-16","8.50","0.00",,"0.0","59","65","55","55","0.0","37.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-17","6.93","0.00",,"0.0","57","63","51","51","0.0","27.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-18","8.28","0.00",,"0.0","53","58","49","50","0.0","38.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-19","7.61","0.00",,"0.0","54","62","49","51","0.0","27.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-20","6.93","0.10",,"0.0","56","65","50","56","0.0","27.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-21","6.71","0.00",,"0.0","58","66","54","57","0.0","32.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-22","6.26","0.00",,"0.0","60","68","55","55","0.0","23.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-23","4.25","0.00",,"0.0","62","71","53","60","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-24","5.82","0.00",,"0.0","64","74","58","59","0.0","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-25","6.26","0.00",,"0.0","62","71","56","58","0.0","19.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-26","4.47","0.00",,"0.0","66","75","54","67","0.0","17.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-27","5.82","0.00",,"0.0","70","77","62","66","0.0","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-28","4.25","0.00",,"0.0","70","79","63","67","0.0","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-29","5.37","0.00",,"0.0","69","77","62","65","0.0","24.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-30","7.61","0.00",,"0.0","66","72","61","63","0.0","28.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2016-07-31","6.04","0.00",,"0.0","63","70","57","60","0.0","27.1"
